z,y,x,ax,ay,az,gx,gy,gz,b,c
32,-14,18,-12.02,-12.54,-1.29,497.85,-4287.25,-841.69,2.56,302
29,-14,18,4.88,-3.49,9.36,-164.76,-100.29,3492.12,2.56,302
29,-14,18,-1.98,-3.34,8.76,-82.38,57.31,512.18,2.57,302
29,-14,18,-2.98,-2.47,8.96,351.00,386.82,-1325.21,2.56,302
30,-14,18,-3.16,-2.64,8.88,161.17,182.66,-684.10,2.56,302
30,-14,18,-2.44,-3.71,8.78,-14.33,-196.99,93.12,2.57,302
30,-14,18,-2.58,-3.60,8.80,257.88,-57.31,-580.23,2.56,302
30,-13,18,-2.31,-3.81,8.77,411.89,-125.36,-673.35,2.56,303
30,-13,18,-2.18,-3.25,8.94,501.43,-214.90,-404.73,2.56,303
30,-13,17,-2.54,-3.03,8.92,300.86,-343.84,547.99,2.57,303
30,-13,17,-2.26,-1.91,9.14,254.30,-479.94,934.81,2.57,303
29,-13,17,-2.14,-2.85,8.99,85.96,-626.79,1472.06,2.56,303
28,-13,17,-2.11,-2.57,9.05,25.07,-712.75,1812.32,2.56,303
26,-13,16,-2.08,-2.19,9.17,-68.05,-784.38,2242.12,2.56,303
25,-13,16,-1.56,-2.52,9.22,-161.17,-773.64,2345.99,2.56,303
23,-13,16,-1.62,-2.70,9.18,17.91,-583.81,1454.15,2.56,303
23,-12,15,-1.33,-2.28,9.29,207.74,-390.40,601.72,2.56,303
22,-12,15,-1.84,-2.45,9.19,222.06,-254.30,315.19,2.57,303
22,-12,15,-1.73,-2.33,9.25,107.45,-325.93,981.38,2.56,303
21,-12,15,-2.07,-2.36,9.16,-39.40,-479.94,1823.07,2.56,303
19,-12,14,-1.78,-2.70,9.21,-136.10,-537.25,2177.65,2.56,303
18,-12,14,-1.36,-1.98,9.37,85.96,-322.35,1257.16,2.56,303
17,-12,14,-1.82,-1.85,9.34,25.07,-78.80,673.35,2.56,303
17,-12,13,-2.11,-2.06,9.27,-53.72,-32.23,659.03,2.56,303
16,-12,13,-2.20,-2.11,9.25,-28.65,50.14,7.16,2.56,303
16,-12,13,-2.14,-2.17,9.22,-25.07,10.74,3.58,2.56,303
16,-12,13,-1.96,-2.44,9.19,-50.14,-35.82,-32.23,2.56,303
16,-12,13,-1.93,-2.30,9.24,-35.82,-17.91,7.16,2.57,303
16,-12,13,-2.00,-2.18,9.25,-32.23,-32.23,-10.74,2.56,304
16,-12,13,-1.84,-2.36,9.22,-32.23,14.33,-21.49,2.56,304
16,-12,13,-1.93,-2.19,9.25,-32.23,-7.16,-17.91,2.56,304
16,-12,13,-1.83,-2.22,9.28,-39.40,35.82,-25.07,2.56,304
16,-12,13,-1.95,-2.38,9.26,-32.23,35.82,-32.23,2.56,304
